params,mean_test_score,rank_test_score
"{'alpha': np.float64(0.941828399739739), 'colsample_bytree': np.float64(0.9355734008277453), 'learning_rate': np.float64(0.06582368946645109), 'max_depth': 5, 'min_child_samples': 199, 'n_estimators': 731, 'num_leaves': 79, 'objective': 'huber', 'reg_alpha': np.float64(0.12706051265188478), 'reg_lambda': np.float64(0.5222432600548044), 'subsample': np.float64(0.9079974212394444), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2726568219974745)}",-1.7208486317044944,228
"{'alpha': np.float64(0.6354336051260673), 'colsample_bytree': np.float64(0.8832688354581126), 'learning_rate': np.float64(0.0061177983367215845), 'max_depth': 14, 'min_child_samples': 137, 'n_estimators': 2802, 'num_leaves': 31, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.07469441775785401), 'reg_lambda': np.float64(0.8524146591986477), 'subsample': np.float64(0.9960593491002588), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6408418057494036)}",-1.7225941533343818,229
"{'alpha': np.float64(0.6061577155677865), 'colsample_bytree': np.float64(0.6662082041469158), 'learning_rate': np.float64(0.008737336407673489), 'max_depth': 11, 'min_child_samples': 76, 'n_estimators': 1904, 'num_leaves': 64, 'objective': 'huber', 'reg_alpha': np.float64(0.5912754357449292), 'reg_lambda': np.float64(0.39900270387013026), 'subsample': np.float64(0.6219046555288125), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3681577933167208)}",-1.724246060639264,230
"{'alpha': np.float64(0.8177085534488111), 'colsample_bytree': np.float64(0.8524682583826826), 'learning_rate': np.float64(0.005805183838512668), 'max_depth': 11, 'min_child_samples': 182, 'n_estimators': 690, 'num_leaves': 33, 'objective': 'regression', 'reg_alpha': np.float64(0.007029203813619156), 'reg_lambda': np.float64(0.057280251077623356), 'subsample': np.float64(0.6900894809073959), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2050795265159255)}",-1.7246816890279877,231
"{'alpha': np.float64(0.7255188496319044), 'colsample_bytree': np.float64(0.7588715109716844), 'learning_rate': np.float64(0.025187109542275064), 'max_depth': 7, 'min_child_samples': 177, 'n_estimators': 1743, 'num_leaves': 143, 'objective': 'huber', 'reg_alpha': np.float64(0.7900304363070614), 'reg_lambda': np.float64(0.3046791390980408), 'subsample': np.float64(0.6323677132205009), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4223841430121293)}",-1.725732389393737,232
"{'alpha': np.float64(0.5579367792348398), 'colsample_bytree': np.float64(0.7320398053240622), 'learning_rate': np.float64(0.013102640557961521), 'max_depth': 14, 'min_child_samples': 66, 'n_estimators': 1194, 'num_leaves': 65, 'objective': 'huber', 'reg_alpha': np.float64(0.9208724005318132), 'reg_lambda': np.float64(0.06107795985486375), 'subsample': np.float64(0.7107510592588815), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.744961023834449)}",-1.7261367263299874,233
"{'alpha': np.float64(0.8000889158957469), 'colsample_bytree': np.float64(0.6558605019025251), 'learning_rate': np.float64(0.005469738247815191), 'max_depth': 8, 'min_child_samples': 99, 'n_estimators': 2019, 'num_leaves': 133, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.18834908376560144), 'reg_lambda': np.float64(0.7308294748708763), 'subsample': np.float64(0.6624655379168696), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.287649034667863)}",-1.727269385631227,234
"{'alpha': np.float64(0.8939800519486774), 'colsample_bytree': np.float64(0.6731228946627602), 'learning_rate': np.float64(0.01151404775678115), 'max_depth': 5, 'min_child_samples': 194, 'n_estimators': 842, 'num_leaves': 103, 'objective': 'regression', 'reg_alpha': np.float64(0.10536492225085647), 'reg_lambda': np.float64(0.7818238633449356), 'subsample': np.float64(0.8576596885903663), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.138548809914637)}",-1.7282016138028689,235
"{'alpha': np.float64(0.9305603983069053), 'colsample_bytree': np.float64(0.8707079617697213), 'learning_rate': np.float64(0.021219943995372414), 'max_depth': 14, 'min_child_samples': 130, 'n_estimators': 193, 'num_leaves': 126, 'objective': 'poisson', 'reg_alpha': np.float64(0.29321077169806453), 'reg_lambda': np.float64(0.32866454536991596), 'subsample': np.float64(0.8690073824308153), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.701899623550144)}",-1.729481497392714,236
"{'alpha': np.float64(0.5041992289221919), 'colsample_bytree': np.float64(0.6986715458086492), 'learning_rate': np.float64(0.04406750742923216), 'max_depth': 5, 'min_child_samples': 151, 'n_estimators': 1556, 'num_leaves': 73, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.6575603127780231), 'reg_lambda': np.float64(0.31092893000755417), 'subsample': np.float64(0.8969392202290036), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7520947075842943)}",-1.7306241085225558,237
"{'alpha': np.float64(0.6947450958196681), 'colsample_bytree': np.float64(0.8741775532887606), 'learning_rate': np.float64(0.013536470371751375), 'max_depth': 6, 'min_child_samples': 66, 'n_estimators': 501, 'num_leaves': 42, 'objective': 'poisson', 'reg_alpha': np.float64(0.7848618229588802), 'reg_lambda': np.float64(0.7334867464921039), 'subsample': np.float64(0.6464763826101784), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7247967148919932)}",-1.7318756699391185,238
"{'alpha': np.float64(0.8260325831293782), 'colsample_bytree': np.float64(0.6063284367062329), 'learning_rate': np.float64(0.013891155003916023), 'max_depth': 7, 'min_child_samples': 87, 'n_estimators': 1291, 'num_leaves': 111, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.9055247923296739), 'reg_lambda': np.float64(0.7726227274493825), 'subsample': np.float64(0.7059581788946934), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6162318700205738)}",-1.73320325399794,239
"{'alpha': np.float64(0.5114238600471552), 'colsample_bytree': np.float64(0.6624610389464761), 'learning_rate': np.float64(0.042704274702838774), 'max_depth': 12, 'min_child_samples': 84, 'n_estimators': 362, 'num_leaves': 76, 'objective': 'huber', 'reg_alpha': np.float64(0.5055078791060338), 'reg_lambda': np.float64(0.5950489797004206), 'subsample': np.float64(0.7357084983584764), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5555548142108004)}",-1.7344041755876607,240
"{'alpha': np.float64(0.8958118347281881), 'colsample_bytree': np.float64(0.9482313700184027), 'learning_rate': np.float64(0.010224710920262066), 'max_depth': 13, 'min_child_samples': 187, 'n_estimators': 2155, 'num_leaves': 37, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.5579807387826399), 'reg_lambda': np.float64(0.5525136147827252), 'subsample': np.float64(0.6376607640502792), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3749305540872825)}",-1.7344378188757483,241
"{'alpha': np.float64(0.5476253422228627), 'colsample_bytree': np.float64(0.879596295215835), 'learning_rate': np.float64(0.008813591212632817), 'max_depth': 9, 'min_child_samples': 64, 'n_estimators': 875, 'num_leaves': 40, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.1288698674734452), 'reg_lambda': np.float64(0.3351188542591419), 'subsample': np.float64(0.897403302516643), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2286079168386466)}",-1.734482217096384,242
"{'alpha': np.float64(0.6089099359913948), 'colsample_bytree': np.float64(0.8856210893512506), 'learning_rate': np.float64(0.006574656527700228), 'max_depth': 5, 'min_child_samples': 170, 'n_estimators': 1184, 'num_leaves': 56, 'objective': 'regression', 'reg_alpha': np.float64(0.21440648299316456), 'reg_lambda': np.float64(0.2708063280369726), 'subsample': np.float64(0.6990239081119546), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1500210365942767)}",-1.7376069363358204,243
"{'alpha': np.float64(0.5902135319877813), 'colsample_bytree': np.float64(0.6437056841238485), 'learning_rate': np.float64(0.06456544349408486), 'max_depth': 5, 'min_child_samples': 100, 'n_estimators': 930, 'num_leaves': 105, 'objective': 'huber', 'reg_alpha': np.float64(0.31189908000428046), 'reg_lambda': np.float64(0.2560475651049543), 'subsample': np.float64(0.6123160198641792), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8772264339124711)}",-1.7388567138485531,244
"{'alpha': np.float64(0.5772622584674523), 'colsample_bytree': np.float64(0.8000451008306508), 'learning_rate': np.float64(0.017176704445198712), 'max_depth': 10, 'min_child_samples': 148, 'n_estimators': 142, 'num_leaves': 57, 'objective': 'regression', 'reg_alpha': np.float64(0.49570375023189106), 'reg_lambda': np.float64(0.9331272344083084), 'subsample': np.float64(0.7756382261003314), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8843484562162975)}",-1.7398663611530023,245
"{'alpha': np.float64(0.9364594334728975), 'colsample_bytree': np.float64(0.9329770563201687), 'learning_rate': np.float64(0.009445600138094694), 'max_depth': 9, 'min_child_samples': 180, 'n_estimators': 509, 'num_leaves': 67, 'objective': 'poisson', 'reg_alpha': np.float64(0.43194501864211576), 'reg_lambda': np.float64(0.2912291401980419), 'subsample': np.float64(0.8447411578889518), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2115950885216336)}",-1.7403737734724765,246
"{'alpha': np.float64(0.6531826295073041), 'colsample_bytree': np.float64(0.9956113433400695), 'learning_rate': np.float64(0.03263202207852136), 'max_depth': 5, 'min_child_samples': 195, 'n_estimators': 1743, 'num_leaves': 21, 'objective': 'huber', 'reg_alpha': np.float64(0.26777667548833417), 'reg_lambda': np.float64(0.7891608465887314), 'subsample': np.float64(0.8293397382540872), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6270600561120565)}",-1.7408162686776385,247
"{'alpha': np.float64(0.6606632047865055), 'colsample_bytree': np.float64(0.9704776273727128), 'learning_rate': np.float64(0.009919398866296305), 'max_depth': 9, 'min_child_samples': 189, 'n_estimators': 1837, 'num_leaves': 113, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.514683617121439), 'reg_lambda': np.float64(0.8082754395559376), 'subsample': np.float64(0.7015284312626779), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2966459514449225)}",-1.741172803580498,248
"{'alpha': np.float64(0.692067675494689), 'colsample_bytree': np.float64(0.9506661511449798), 'learning_rate': np.float64(0.017464571842089778), 'max_depth': 7, 'min_child_samples': 189, 'n_estimators': 595, 'num_leaves': 22, 'objective': 'poisson', 'reg_alpha': np.float64(0.38396388991972574), 'reg_lambda': np.float64(0.9325899094252529), 'subsample': np.float64(0.6280118822989884), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1075883469027985)}",-1.741436222139231,249
"{'alpha': np.float64(0.7464165692691813), 'colsample_bytree': np.float64(0.9269191079849974), 'learning_rate': np.float64(0.019384279359761242), 'max_depth': 7, 'min_child_samples': 146, 'n_estimators': 858, 'num_leaves': 115, 'objective': 'huber', 'reg_alpha': np.float64(0.7248265598740583), 'reg_lambda': np.float64(0.5932786483101787), 'subsample': np.float64(0.8601176743493815), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4834231428610298)}",-1.745491116770149,250
"{'alpha': np.float64(0.5408247660057189), 'colsample_bytree': np.float64(0.6130471793366266), 'learning_rate': np.float64(0.0059435133843589024), 'max_depth': 11, 'min_child_samples': 110, 'n_estimators': 2815, 'num_leaves': 26, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.992442289374779), 'reg_lambda': np.float64(0.3863231730764659), 'subsample': np.float64(0.8295365016418054), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4324831167258685)}",-1.7483931820373102,251
"{'alpha': np.float64(0.6748511455716556), 'colsample_bytree': np.float64(0.7794774490490123), 'learning_rate': np.float64(0.010186430909766703), 'max_depth': 5, 'min_child_samples': 54, 'n_estimators': 2013, 'num_leaves': 111, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.587061707701151), 'reg_lambda': np.float64(0.16844438514271964), 'subsample': np.float64(0.8570303875788758), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.707475462338293)}",-1.7535424424988992,252
"{'alpha': np.float64(0.587423279080419), 'colsample_bytree': np.float64(0.628376366799971), 'learning_rate': np.float64(0.01641336643241056), 'max_depth': 7, 'min_child_samples': 162, 'n_estimators': 1165, 'num_leaves': 107, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.43847412301808697), 'reg_lambda': np.float64(0.6720261352951994), 'subsample': np.float64(0.7312610669898928), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2240332933821954)}",-1.7554051433501303,253
"{'alpha': np.float64(0.867373580845878), 'colsample_bytree': np.float64(0.9871895061759293), 'learning_rate': np.float64(0.0065161602283140335), 'max_depth': 13, 'min_child_samples': 164, 'n_estimators': 673, 'num_leaves': 56, 'objective': 'poisson', 'reg_alpha': np.float64(0.6203095513534647), 'reg_lambda': np.float64(0.7040797680992236), 'subsample': np.float64(0.6851856646035643), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.209097180469416)}",-1.7555280219105645,254
"{'alpha': np.float64(0.5984438988078816), 'colsample_bytree': np.float64(0.8232408008069365), 'learning_rate': np.float64(0.01676381950697884), 'max_depth': 5, 'min_child_samples': 71, 'n_estimators': 1341, 'num_leaves': 48, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.712270589924442), 'reg_lambda': np.float64(0.1480869299533999), 'subsample': np.float64(0.9990961940195767), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.313424811420228)}",-1.7570878421261351,255
"{'alpha': np.float64(0.8906244451395318), 'colsample_bytree': np.float64(0.9852946613760527), 'learning_rate': np.float64(0.005491553936230285), 'max_depth': 9, 'min_child_samples': 66, 'n_estimators': 918, 'num_leaves': 93, 'objective': 'huber', 'reg_alpha': np.float64(0.27421520234867003), 'reg_lambda': np.float64(0.9839776479598282), 'subsample': np.float64(0.7637336025260172), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8152793629433077)}",-1.759103563654946,256
"{'alpha': np.float64(0.5199694985899566), 'colsample_bytree': np.float64(0.9408774133388031), 'learning_rate': np.float64(0.0055597539001018), 'max_depth': 12, 'min_child_samples': 44, 'n_estimators': 1468, 'num_leaves': 133, 'objective': 'huber', 'reg_alpha': np.float64(0.7234201136885849), 'reg_lambda': np.float64(0.4958757350787708), 'subsample': np.float64(0.6324184863630592), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.276146561559849)}",-1.7593950382909251,257
"{'alpha': np.float64(0.5775439420407334), 'colsample_bytree': np.float64(0.6769156075234684), 'learning_rate': np.float64(0.005651208099145354), 'max_depth': 9, 'min_child_samples': 111, 'n_estimators': 731, 'num_leaves': 70, 'objective': 'poisson', 'reg_alpha': np.float64(0.5487153092074086), 'reg_lambda': np.float64(0.534423503732523), 'subsample': np.float64(0.7423965937087944), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8153738103167407)}",-1.763325601657209,258
"{'alpha': np.float64(0.8367168606726463), 'colsample_bytree': np.float64(0.6738084077425509), 'learning_rate': np.float64(0.009361377390808145), 'max_depth': 12, 'min_child_samples': 33, 'n_estimators': 523, 'num_leaves': 37, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.7474709381337565), 'reg_lambda': np.float64(0.0366832028905979), 'subsample': np.float64(0.7009747777376083), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.670679668707642)}",-1.765107531491323,259
"{'alpha': np.float64(0.6747207727954425), 'colsample_bytree': np.float64(0.6917578982819799), 'learning_rate': np.float64(0.011090808885847304), 'max_depth': 9, 'min_child_samples': 60, 'n_estimators': 789, 'num_leaves': 55, 'objective': 'huber', 'reg_alpha': np.float64(0.822537242923169), 'reg_lambda': np.float64(0.949799913291924), 'subsample': np.float64(0.890287803355344), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5907321567486319)}",-1.765298115427893,260
"{'alpha': np.float64(0.7327577217714494), 'colsample_bytree': np.float64(0.7515641112235257), 'learning_rate': np.float64(0.005101529747458145), 'max_depth': 5, 'min_child_samples': 132, 'n_estimators': 1879, 'num_leaves': 73, 'objective': 'poisson', 'reg_alpha': np.float64(0.5310853448852428), 'reg_lambda': np.float64(0.8417233617446761), 'subsample': np.float64(0.8320886075140117), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.547750755870352)}",-1.7667258063786526,261
"{'alpha': np.float64(0.5089080462562645), 'colsample_bytree': np.float64(0.7562728443943757), 'learning_rate': np.float64(0.008872033207160516), 'max_depth': 5, 'min_child_samples': 153, 'n_estimators': 566, 'num_leaves': 66, 'objective': 'tweedie', 'reg_alpha': np.float64(0.4045273855738697), 'reg_lambda': np.float64(0.06835320030995862), 'subsample': np.float64(0.9135039369936429), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3286066596741648)}",-1.7671527515020635,262
"{'alpha': np.float64(0.8172879639334969), 'colsample_bytree': np.float64(0.6994896617721151), 'learning_rate': np.float64(0.013447403943158602), 'max_depth': 7, 'min_child_samples': 192, 'n_estimators': 702, 'num_leaves': 135, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.7409738609106683), 'reg_lambda': np.float64(0.7671948531085717), 'subsample': np.float64(0.9291161407506773), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6953693255546385)}",-1.775450797531978,263
"{'alpha': np.float64(0.6812439793080134), 'colsample_bytree': np.float64(0.9578571190310539), 'learning_rate': np.float64(0.005006636673858201), 'max_depth': 8, 'min_child_samples': 28, 'n_estimators': 1511, 'num_leaves': 43, 'objective': 'huber', 'reg_alpha': np.float64(0.4946751895912833), 'reg_lambda': np.float64(0.5127202478126281), 'subsample': np.float64(0.7926197361103418), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.608354916527618)}",-1.7765980092207456,264
"{'alpha': np.float64(0.6914463973773876), 'colsample_bytree': np.float64(0.803044151473782), 'learning_rate': np.float64(0.010335996115869375), 'max_depth': 5, 'min_child_samples': 109, 'n_estimators': 703, 'num_leaves': 73, 'objective': 'poisson', 'reg_alpha': np.float64(0.506103956359347), 'reg_lambda': np.float64(0.9320143422569341), 'subsample': np.float64(0.7282568768638057), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.575106478046319)}",-1.7766609372085944,265
"{'alpha': np.float64(0.5290775059298387), 'colsample_bytree': np.float64(0.617053283714813), 'learning_rate': np.float64(0.015211908046051279), 'max_depth': 5, 'min_child_samples': 158, 'n_estimators': 752, 'num_leaves': 61, 'objective': 'poisson', 'reg_alpha': np.float64(0.4882411370217782), 'reg_lambda': np.float64(0.15004866469398426), 'subsample': np.float64(0.729870370756024), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6898856619102398)}",-1.777079289132557,266
"{'alpha': np.float64(0.9394767301246938), 'colsample_bytree': np.float64(0.7644148053272926), 'learning_rate': np.float64(0.005520393034458284), 'max_depth': 5, 'min_child_samples': 148, 'n_estimators': 1711, 'num_leaves': 139, 'objective': 'poisson', 'reg_alpha': np.float64(0.489452760277563), 'reg_lambda': np.float64(0.9856504541106007), 'subsample': np.float64(0.6968221086046001), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.637708437924703)}",-1.7777360883873026,267
"{'alpha': np.float64(0.706856680742509), 'colsample_bytree': np.float64(0.6303733641478488), 'learning_rate': np.float64(0.006311681125258708), 'max_depth': 7, 'min_child_samples': 121, 'n_estimators': 2963, 'num_leaves': 21, 'objective': 'huber', 'reg_alpha': np.float64(0.3145965568094109), 'reg_lambda': np.float64(0.8074302518167612), 'subsample': np.float64(0.9848395143056471), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.732010847033485)}",-1.783607991582158,268
"{'alpha': np.float64(0.5015058629193406), 'colsample_bytree': np.float64(0.7869243066150611), 'learning_rate': np.float64(0.012172496417556373), 'max_depth': 6, 'min_child_samples': 87, 'n_estimators': 195, 'num_leaves': 46, 'objective': 'regression', 'reg_alpha': np.float64(0.2772656456967736), 'reg_lambda': np.float64(0.9103391020575343), 'subsample': np.float64(0.6180402708881293), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1875740789432923)}",-1.784020841947284,269
"{'alpha': np.float64(0.6784968993546029), 'colsample_bytree': np.float64(0.6948111428433345), 'learning_rate': np.float64(0.010099223125479279), 'max_depth': 14, 'min_child_samples': 137, 'n_estimators': 319, 'num_leaves': 89, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.44877757383140304), 'reg_lambda': np.float64(0.6693904014593614), 'subsample': np.float64(0.6583026272979007), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4595470681709903)}",-1.7851656018291209,270
"{'alpha': np.float64(0.8478900687638597), 'colsample_bytree': np.float64(0.7239999748687157), 'learning_rate': np.float64(0.010019839891362231), 'max_depth': 11, 'min_child_samples': 100, 'n_estimators': 236, 'num_leaves': 93, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.7716269109786077), 'reg_lambda': np.float64(0.4988956645359419), 'subsample': np.float64(0.6048412467104429), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1072307752634338)}",-1.7913010957776738,271
"{'alpha': np.float64(0.6896498187106613), 'colsample_bytree': np.float64(0.6108700064363376), 'learning_rate': np.float64(0.0903819412037705), 'max_depth': 10, 'min_child_samples': 195, 'n_estimators': 132, 'num_leaves': 119, 'objective': 'huber', 'reg_alpha': np.float64(0.8260390516665719), 'reg_lambda': np.float64(0.6993153751262037), 'subsample': np.float64(0.9357843638003067), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8854389546085022)}",-1.7926779539197877,272
"{'alpha': np.float64(0.7607367047045753), 'colsample_bytree': np.float64(0.8650485116033282), 'learning_rate': np.float64(0.006651323691687173), 'max_depth': 5, 'min_child_samples': 142, 'n_estimators': 2090, 'num_leaves': 37, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.8579862539227058), 'reg_lambda': np.float64(0.009030404129550251), 'subsample': np.float64(0.8353650533362422), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5789711840800862)}",-1.7949819889207128,273
"{'alpha': np.float64(0.6920550074015372), 'colsample_bytree': np.float64(0.9199128088297077), 'learning_rate': np.float64(0.014240753536123182), 'max_depth': 5, 'min_child_samples': 192, 'n_estimators': 1550, 'num_leaves': 39, 'objective': 'huber', 'reg_alpha': np.float64(0.06570863942835237), 'reg_lambda': np.float64(0.7755276166950106), 'subsample': np.float64(0.781315533899211), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5195122154620642)}",-1.8000642264757776,274
"{'alpha': np.float64(0.5106373637208513), 'colsample_bytree': np.float64(0.8567886001773064), 'learning_rate': np.float64(0.03081892993385905), 'max_depth': 14, 'min_child_samples': 97, 'n_estimators': 1150, 'num_leaves': 11, 'objective': 'huber', 'reg_alpha': np.float64(0.5970469168956917), 'reg_lambda': np.float64(0.675841245087376), 'subsample': np.float64(0.7770867867118109), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4566327316617833)}",-1.8018297525114677,275
"{'alpha': np.float64(0.8064677421936091), 'colsample_bytree': np.float64(0.6950025885169879), 'learning_rate': np.float64(0.016583339540301615), 'max_depth': 5, 'min_child_samples': 172, 'n_estimators': 873, 'num_leaves': 126, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.012154474689816341), 'reg_lambda': np.float64(0.969878826707639), 'subsample': np.float64(0.6172639647802304), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8129144909584571)}",-1.8096475656027216,276
"{'alpha': np.float64(0.6807111063914694), 'colsample_bytree': np.float64(0.9351302941132982), 'learning_rate': np.float64(0.009975793351463641), 'max_depth': 7, 'min_child_samples': 129, 'n_estimators': 275, 'num_leaves': 66, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.036731937426613626), 'reg_lambda': np.float64(0.9572702629833256), 'subsample': np.float64(0.9304822783175863), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7406157497039003)}",-1.813740152225232,277
"{'alpha': np.float64(0.6550718380014018), 'colsample_bytree': np.float64(0.612343161723229), 'learning_rate': np.float64(0.0058410018748969485), 'max_depth': 13, 'min_child_samples': 160, 'n_estimators': 631, 'num_leaves': 15, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9785254683891406), 'reg_lambda': np.float64(0.8565372237479268), 'subsample': np.float64(0.8804679446361039), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.681645409292312)}",-1.8167980496117784,278
"{'alpha': np.float64(0.633323077566837), 'colsample_bytree': np.float64(0.6661067756252009), 'learning_rate': np.float64(0.005239784653096315), 'max_depth': 13, 'min_child_samples': 107, 'n_estimators': 1202, 'num_leaves': 145, 'objective': 'huber', 'reg_alpha': np.float64(0.19884240408880516), 'reg_lambda': np.float64(0.71134195274865), 'subsample': np.float64(0.9160702162124823), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.584767979824809)}",-1.817731928474099,279
"{'alpha': np.float64(0.6727248283698698), 'colsample_bytree': np.float64(0.8287489084908746), 'learning_rate': np.float64(0.029085435662023394), 'max_depth': 13, 'min_child_samples': 80, 'n_estimators': 187, 'num_leaves': 59, 'objective': 'huber', 'reg_alpha': np.float64(0.026196708532064794), 'reg_lambda': np.float64(0.024191763891355245), 'subsample': np.float64(0.9326788174703093), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.31845664797825)}",-1.8197980789284005,280
"{'alpha': np.float64(0.6457955274980598), 'colsample_bytree': np.float64(0.6347700059801397), 'learning_rate': np.float64(0.033329994882030735), 'max_depth': 5, 'min_child_samples': 170, 'n_estimators': 196, 'num_leaves': 121, 'objective': 'poisson', 'reg_alpha': np.float64(0.8764440758752938), 'reg_lambda': np.float64(0.6429255636142532), 'subsample': np.float64(0.8815784540554037), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8284992028322433)}",-1.8201606026416712,281
"{'alpha': np.float64(0.9412325699004978), 'colsample_bytree': np.float64(0.6909637983445516), 'learning_rate': np.float64(0.016770937444250657), 'max_depth': 13, 'min_child_samples': 186, 'n_estimators': 226, 'num_leaves': 26, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.08172534574677826), 'reg_lambda': np.float64(0.45830064152865646), 'subsample': np.float64(0.7938785148520188), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2326196321306206)}",-1.8256457102524395,282
"{'alpha': np.float64(0.8609587511574144), 'colsample_bytree': np.float64(0.6421470135811224), 'learning_rate': np.float64(0.005562227774120292), 'max_depth': 8, 'min_child_samples': 40, 'n_estimators': 281, 'num_leaves': 67, 'objective': 'tweedie', 'reg_alpha': np.float64(0.34970322974584955), 'reg_lambda': np.float64(0.7746535311811819), 'subsample': np.float64(0.8645482444281658), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2481564542939745)}",-1.8294438547115657,283
"{'alpha': np.float64(0.590590448520095), 'colsample_bytree': np.float64(0.7580550973057274), 'learning_rate': np.float64(0.005627403291207924), 'max_depth': 5, 'min_child_samples': 120, 'n_estimators': 2261, 'num_leaves': 127, 'objective': 'huber', 'reg_alpha': np.float64(0.13237237903497245), 'reg_lambda': np.float64(0.5930145003605977), 'subsample': np.float64(0.8396482340161301), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.382768592437426)}",-1.8297987658965893,284
"{'alpha': np.float64(0.7623429917740712), 'colsample_bytree': np.float64(0.9998855216623657), 'learning_rate': np.float64(0.007848794890484923), 'max_depth': 6, 'min_child_samples': 158, 'n_estimators': 1045, 'num_leaves': 26, 'objective': 'huber', 'reg_alpha': np.float64(0.880314762148927), 'reg_lambda': np.float64(0.6234059581594401), 'subsample': np.float64(0.8277509444729131), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5965283838596673)}",-1.8303275087458448,285
