params,mean_test_score,rank_test_score
"{'colsample_bytree': np.float64(0.8993038761534633), 'learning_rate': np.float64(0.009365477481401902), 'max_depth': 17, 'min_child_weight': 56, 'n_estimators': 1138, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.23611653311740433), 'reg_lambda': np.float64(0.7599554089375856), 'subsample': np.float64(0.8125063015894136), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.676412849113172)}",-1.6216299754095629,194
"{'colsample_bytree': np.float64(0.956210912295958), 'learning_rate': np.float64(0.037651131662704805), 'max_depth': 6, 'min_child_weight': 147, 'n_estimators': 566, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4984421989290573), 'reg_lambda': np.float64(0.08692028808742369), 'subsample': np.float64(0.8148426167274191), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5694728944167033)}",-1.6265308707320894,195
"{'colsample_bytree': np.float64(0.9578208907576365), 'learning_rate': np.float64(0.07593695941318572), 'max_depth': 19, 'min_child_weight': 123, 'n_estimators': 1020, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6334782198261473), 'reg_lambda': np.float64(0.2578876854332023), 'subsample': np.float64(0.6557424296291297), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7679441894394394)}",-1.6283971370607262,196
"{'colsample_bytree': np.float64(0.9049834742962762), 'learning_rate': np.float64(0.09864138507940474), 'max_depth': 3, 'min_child_weight': 127, 'n_estimators': 2432, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3788215655569157), 'reg_lambda': np.float64(0.45700021928167833), 'subsample': np.float64(0.841583148829005), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5018306779700241)}",-1.6294989771920807,197
"{'colsample_bytree': np.float64(0.8527348848679197), 'learning_rate': np.float64(0.022981502370842885), 'max_depth': 5, 'min_child_weight': 149, 'n_estimators': 1992, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7915790437258485), 'reg_lambda': np.float64(0.7896181427945539), 'subsample': np.float64(0.6364824412194762), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4955362437620652)}",-1.6297847737464828,198
"{'colsample_bytree': np.float64(0.8963074471016818), 'learning_rate': np.float64(0.05352377917337206), 'max_depth': 13, 'min_child_weight': 185, 'n_estimators': 2000, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8093611554785136), 'reg_lambda': np.float64(0.8101133946791808), 'subsample': np.float64(0.9468289274320415), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8305924420451771)}",-1.6315223697904997,199
"{'colsample_bytree': np.float64(0.7987067435436678), 'learning_rate': np.float64(0.14389608936046475), 'max_depth': 5, 'min_child_weight': 16, 'n_estimators': 2077, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.44579091457722897), 'reg_lambda': np.float64(0.7245168513986181), 'subsample': np.float64(0.6063284367062329), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3728720195793764)}",-1.6316959994662965,200
"{'colsample_bytree': np.float64(0.8928738313836249), 'learning_rate': np.float64(0.011730852989378772), 'max_depth': 15, 'min_child_weight': 62, 'n_estimators': 954, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9144119459249598), 'reg_lambda': np.float64(0.4187705248920731), 'subsample': np.float64(0.753255411299799), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5151341642262701)}",-1.6334167659890604,201
"{'colsample_bytree': np.float64(0.9416839097846263), 'learning_rate': np.float64(0.03002261372514662), 'max_depth': 13, 'min_child_weight': 125, 'n_estimators': 2323, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7728227800168045), 'reg_lambda': np.float64(0.23005368303143392), 'subsample': np.float64(0.6525340505637512), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7944434580258344)}",-1.6343120728589458,202
"{'colsample_bytree': np.float64(0.7022579991237089), 'learning_rate': np.float64(0.013968507065495343), 'max_depth': 6, 'min_child_weight': 69, 'n_estimators': 645, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.623859324676573), 'reg_lambda': np.float64(0.4517676787372291), 'subsample': np.float64(0.8346433852701897), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2344113661958909)}",-1.6347438634412077,203
"{'colsample_bytree': np.float64(0.8545165415916992), 'learning_rate': np.float64(0.06656390684313924), 'max_depth': 17, 'min_child_weight': 145, 'n_estimators': 861, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.009331619827093296), 'reg_lambda': np.float64(0.24667886452162302), 'subsample': np.float64(0.8905846860452019), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8934479610794908)}",-1.6365795876768536,204
"{'colsample_bytree': np.float64(0.6236375560313013), 'learning_rate': np.float64(0.10633508588166057), 'max_depth': 3, 'min_child_weight': 143, 'n_estimators': 2766, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.1690810703559925), 'reg_lambda': np.float64(0.3897593874264921), 'subsample': np.float64(0.7518011613498874), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2813843063388086)}",-1.6367536284643496,205
"{'colsample_bytree': np.float64(0.9771414282231924), 'learning_rate': np.float64(0.03833247963373301), 'max_depth': 4, 'min_child_weight': 179, 'n_estimators': 2097, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.10549425983027061), 'reg_lambda': np.float64(0.45653457048291024), 'subsample': np.float64(0.6873761748867334), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.433207958296293)}",-1.6373452254695358,206
"{'colsample_bytree': np.float64(0.7180162830616625), 'learning_rate': np.float64(0.026112693038475333), 'max_depth': 15, 'min_child_weight': 110, 'n_estimators': 1736, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5586423964504253), 'reg_lambda': np.float64(0.34316735317265823), 'subsample': np.float64(0.8916693950197792), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6218333188735519)}",-1.6384748216135012,207
"{'colsample_bytree': np.float64(0.8782472585987227), 'learning_rate': np.float64(0.005055030379155305), 'max_depth': 8, 'min_child_weight': 183, 'n_estimators': 2295, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3876735947503942), 'reg_lambda': np.float64(0.40232712468655596), 'subsample': np.float64(0.9497049882440951), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5080877699990602)}",-1.638641900320755,208
"{'colsample_bytree': np.float64(0.7818164259071093), 'learning_rate': np.float64(0.04226193551297945), 'max_depth': 5, 'min_child_weight': 153, 'n_estimators': 970, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9152543416691064), 'reg_lambda': np.float64(0.9587024074078462), 'subsample': np.float64(0.6231455591030829), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.415617438886504)}",-1.6387938272717044,209
"{'colsample_bytree': np.float64(0.7418488630563106), 'learning_rate': np.float64(0.013281796569673942), 'max_depth': 6, 'min_child_weight': 155, 'n_estimators': 2481, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.04209318963636188), 'reg_lambda': np.float64(0.01787393473341381), 'subsample': np.float64(0.9950889558944126), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.44221850698869)}",-1.6392892626595037,210
"{'colsample_bytree': np.float64(0.7221455441377573), 'learning_rate': np.float64(0.026078367510179726), 'max_depth': 5, 'min_child_weight': 198, 'n_estimators': 2204, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.018075363615520867), 'reg_lambda': np.float64(0.4938937151834346), 'subsample': np.float64(0.6715290836885315), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.393175027666288)}",-1.642351621976487,211
"{'colsample_bytree': np.float64(0.8466418327449896), 'learning_rate': np.float64(0.040212666581709), 'max_depth': 11, 'min_child_weight': 123, 'n_estimators': 1215, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6253046602139478), 'reg_lambda': np.float64(0.7834227259416147), 'subsample': np.float64(0.8449031943524632), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4875187580592326)}",-1.6441865202557326,212
"{'colsample_bytree': np.float64(0.9290139177536787), 'learning_rate': np.float64(0.07700416284286944), 'max_depth': 6, 'min_child_weight': 68, 'n_estimators': 1994, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.40144563091319363), 'reg_lambda': np.float64(0.15862414452637796), 'subsample': np.float64(0.9527968678886544), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7590224720809324)}",-1.6444573724775076,213
"{'colsample_bytree': np.float64(0.7292522628281114), 'learning_rate': np.float64(0.13688421537873072), 'max_depth': 9, 'min_child_weight': 193, 'n_estimators': 2974, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.34265348812091534), 'reg_lambda': np.float64(0.5322449888262991), 'subsample': np.float64(0.6502966047226595), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.206171723055422)}",-1.645329775706132,214
"{'colsample_bytree': np.float64(0.6443563283247326), 'learning_rate': np.float64(0.02228041568605948), 'max_depth': 9, 'min_child_weight': 61, 'n_estimators': 1520, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.1393314544058757), 'reg_lambda': np.float64(0.6044173792778172), 'subsample': np.float64(0.8159364365206693), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2624489797878156)}",-1.6454161005337764,215
"{'colsample_bytree': np.float64(0.7780984449139152), 'learning_rate': np.float64(0.07313522370122899), 'max_depth': 6, 'min_child_weight': 64, 'n_estimators': 1978, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7867503351544369), 'reg_lambda': np.float64(0.970766206474783), 'subsample': np.float64(0.7050702570394607), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.317255011800832)}",-1.6463620968288528,216
"{'colsample_bytree': np.float64(0.8114312438888789), 'learning_rate': np.float64(0.07428637498547702), 'max_depth': 5, 'min_child_weight': 28, 'n_estimators': 2811, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8284692994491171), 'reg_lambda': np.float64(0.29461939634619316), 'subsample': np.float64(0.605726111066824), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6902956148492243)}",-1.646622470683426,217
"{'colsample_bytree': np.float64(0.6334002866794675), 'learning_rate': np.float64(0.07029270107627286), 'max_depth': 9, 'min_child_weight': 100, 'n_estimators': 1213, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3302525290190985), 'reg_lambda': np.float64(0.43445184448827134), 'subsample': np.float64(0.7014728695492555), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4241616694251338)}",-1.646627820845587,218
"{'colsample_bytree': np.float64(0.727501001172828), 'learning_rate': np.float64(0.04202303932237597), 'max_depth': 18, 'min_child_weight': 179, 'n_estimators': 1631, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.41750608402789213), 'reg_lambda': np.float64(0.4619428505755876), 'subsample': np.float64(0.9961365253367108), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1001900188607077)}",-1.6487762612041112,219
"{'colsample_bytree': np.float64(0.695542664160771), 'learning_rate': np.float64(0.02469948237155905), 'max_depth': 15, 'min_child_weight': 108, 'n_estimators': 1947, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6107800710757683), 'reg_lambda': np.float64(0.2806832155159743), 'subsample': np.float64(0.6827970313753707), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5132581027567833)}",-1.6489617599333837,220
"{'colsample_bytree': np.float64(0.6399467284544712), 'learning_rate': np.float64(0.05191526515762609), 'max_depth': 15, 'min_child_weight': 174, 'n_estimators': 2315, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.019327630917601035), 'reg_lambda': np.float64(0.12436839900051022), 'subsample': np.float64(0.7654570699674541), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4942916675579574)}",-1.6497143884011194,221
"{'colsample_bytree': np.float64(0.6887888647731798), 'learning_rate': np.float64(0.010972245034730892), 'max_depth': 10, 'min_child_weight': 63, 'n_estimators': 1787, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8053149673579051), 'reg_lambda': np.float64(0.9887287819554428), 'subsample': np.float64(0.8412789608707918), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.745480119170069)}",-1.65007835900608,222
"{'colsample_bytree': np.float64(0.6427024263743537), 'learning_rate': np.float64(0.015659598410516385), 'max_depth': 6, 'min_child_weight': 99, 'n_estimators': 1039, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9743948076661665), 'reg_lambda': np.float64(0.9862107444796029), 'subsample': np.float64(0.879264685607898), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5288770930752964)}",-1.6519504205443662,223
"{'colsample_bytree': np.float64(0.7353052421329394), 'learning_rate': np.float64(0.01428747486825932), 'max_depth': 14, 'min_child_weight': 198, 'n_estimators': 924, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.15124682873493456), 'reg_lambda': np.float64(0.2253169299512351), 'subsample': np.float64(0.7003866645361192), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7804928462729104)}",-1.6548964666619483,224
"{'colsample_bytree': np.float64(0.9893829559904692), 'learning_rate': np.float64(0.015722596504471796), 'max_depth': 11, 'min_child_weight': 125, 'n_estimators': 1957, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7102427986233115), 'reg_lambda': np.float64(0.3143501131837484), 'subsample': np.float64(0.7884671595731259), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7573095181683773)}",-1.6550458954076024,225
"{'colsample_bytree': np.float64(0.6396712398348864), 'learning_rate': np.float64(0.019589610091128095), 'max_depth': 12, 'min_child_weight': 107, 'n_estimators': 1928, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.615985450260179), 'reg_lambda': np.float64(0.18802473461541613), 'subsample': np.float64(0.7421538274742958), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.727033427588318)}",-1.656203496327834,226
"{'colsample_bytree': np.float64(0.6959496451023779), 'learning_rate': np.float64(0.008103634561051704), 'max_depth': 11, 'min_child_weight': 60, 'n_estimators': 1442, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7488263369633065), 'reg_lambda': np.float64(0.6511475848816741), 'subsample': np.float64(0.8483714269913725), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3818999572877235)}",-1.65622135474787,227
"{'colsample_bytree': np.float64(0.7088580548919851), 'learning_rate': np.float64(0.03722307673056704), 'max_depth': 7, 'min_child_weight': 53, 'n_estimators': 1540, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6905602324456406), 'reg_lambda': np.float64(0.5213006674135694), 'subsample': np.float64(0.6346820847448734), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8665366344031444)}",-1.6576747480799938,228
"{'colsample_bytree': np.float64(0.7490747468376198), 'learning_rate': np.float64(0.019141552506180222), 'max_depth': 5, 'min_child_weight': 113, 'n_estimators': 1125, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9900538501042633), 'reg_lambda': np.float64(0.14008401523652403), 'subsample': np.float64(0.8073318609454947), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8018984575423644)}",-1.6584812552315953,229
"{'colsample_bytree': np.float64(0.8512952441853125), 'learning_rate': np.float64(0.030605316746832843), 'max_depth': 17, 'min_child_weight': 151, 'n_estimators': 1643, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.12024722651167563), 'reg_lambda': np.float64(0.0683409355322604), 'subsample': np.float64(0.7053263135012801), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1368988514685872)}",-1.658856308716984,230
"{'colsample_bytree': np.float64(0.7893887083122263), 'learning_rate': np.float64(0.009011771425243694), 'max_depth': 7, 'min_child_weight': 32, 'n_estimators': 2285, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9491457315913859), 'reg_lambda': np.float64(0.8866803872980475), 'subsample': np.float64(0.7043574493366855), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.112243632232308)}",-1.6594205885435056,231
"{'colsample_bytree': np.float64(0.8686292782371199), 'learning_rate': np.float64(0.029344557727126436), 'max_depth': 5, 'min_child_weight': 132, 'n_estimators': 767, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5519068387744855), 'reg_lambda': np.float64(0.5609379715353863), 'subsample': np.float64(0.950661441063338), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4227862929699178)}",-1.6636772036825036,232
"{'colsample_bytree': np.float64(0.8981757896737319), 'learning_rate': np.float64(0.021706184736561197), 'max_depth': 12, 'min_child_weight': 178, 'n_estimators': 2041, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6075552222935728), 'reg_lambda': np.float64(0.24435315546465453), 'subsample': np.float64(0.7992990791395761), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3642787850247313)}",-1.6640402906956375,233
"{'colsample_bytree': np.float64(0.6741891638306889), 'learning_rate': np.float64(0.018455729965049694), 'max_depth': 5, 'min_child_weight': 132, 'n_estimators': 1313, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7671882889311269), 'reg_lambda': np.float64(0.40193091360924216), 'subsample': np.float64(0.7919502481215636), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6020043705746962)}",-1.6662444666238656,234
"{'colsample_bytree': np.float64(0.8160047658418043), 'learning_rate': np.float64(0.09975933154359687), 'max_depth': 5, 'min_child_weight': 53, 'n_estimators': 2928, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.33300191305819793), 'reg_lambda': np.float64(0.6694869551981901), 'subsample': np.float64(0.9976557444884671), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.629471351879503)}",-1.6676856619760412,235
"{'colsample_bytree': np.float64(0.6981142129021338), 'learning_rate': np.float64(0.008538493202487247), 'max_depth': 18, 'min_child_weight': 178, 'n_estimators': 862, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6974714616692836), 'reg_lambda': np.float64(0.6801407717603004), 'subsample': np.float64(0.8474445512860738), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.702173311646113)}",-1.6680760350006256,236
"{'colsample_bytree': np.float64(0.765801833681451), 'learning_rate': np.float64(0.09429550781203418), 'max_depth': 8, 'min_child_weight': 139, 'n_estimators': 974, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9184547249393011), 'reg_lambda': np.float64(0.5870682241365672), 'subsample': np.float64(0.6131386680973753), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8301995703033032)}",-1.6689694724778874,237
"{'colsample_bytree': np.float64(0.6022023196641683), 'learning_rate': np.float64(0.005132048002182389), 'max_depth': 10, 'min_child_weight': 52, 'n_estimators': 903, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3388606493387516), 'reg_lambda': np.float64(0.8025856795798129), 'subsample': np.float64(0.8288194573477203), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5101341807651332)}",-1.6690477791490297,238
"{'colsample_bytree': np.float64(0.806069472962725), 'learning_rate': np.float64(0.13802660839639913), 'max_depth': 11, 'min_child_weight': 186, 'n_estimators': 647, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.860632017890734), 'reg_lambda': np.float64(0.5350697189336586), 'subsample': np.float64(0.6737851485675425), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3396767294131817)}",-1.6703675798208828,239
"{'colsample_bytree': np.float64(0.8389096289721364), 'learning_rate': np.float64(0.029819832087440424), 'max_depth': 12, 'min_child_weight': 172, 'n_estimators': 1349, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9963357758067243), 'reg_lambda': np.float64(0.8974361480462039), 'subsample': np.float64(0.785352299286248), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.598349906348095)}",-1.6714706770363177,240
"{'colsample_bytree': np.float64(0.749300716651736), 'learning_rate': np.float64(0.010831155759123566), 'max_depth': 13, 'min_child_weight': 108, 'n_estimators': 1461, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5004453091307415), 'reg_lambda': np.float64(0.5423636649797383), 'subsample': np.float64(0.9805914238663964), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7777338890980596)}",-1.6715446307352897,241
"{'colsample_bytree': np.float64(0.9274717681999367), 'learning_rate': np.float64(0.007739347301625899), 'max_depth': 9, 'min_child_weight': 83, 'n_estimators': 1756, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3418721660386861), 'reg_lambda': np.float64(0.6326218931339481), 'subsample': np.float64(0.9728112422040069), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1820077823925434)}",-1.6733129185708189,242
"{'colsample_bytree': np.float64(0.7617158989019477), 'learning_rate': np.float64(0.03042491223013245), 'max_depth': 13, 'min_child_weight': 162, 'n_estimators': 1239, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5190322801295487), 'reg_lambda': np.float64(0.6775422674589532), 'subsample': np.float64(0.7247455431667533), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.71919310252221)}",-1.674609032453359,243
"{'colsample_bytree': np.float64(0.6039083389676735), 'learning_rate': np.float64(0.015177244886963264), 'max_depth': 4, 'min_child_weight': 42, 'n_estimators': 2268, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.08250853444042128), 'reg_lambda': np.float64(0.8245140468968338), 'subsample': np.float64(0.7431205403713086), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3576757617754684)}",-1.6779898384293954,244
"{'colsample_bytree': np.float64(0.8545605480733628), 'learning_rate': np.float64(0.005949810902173937), 'max_depth': 15, 'min_child_weight': 184, 'n_estimators': 1226, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6037954529493877), 'reg_lambda': np.float64(0.6865899134926068), 'subsample': np.float64(0.645795055226362), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4070711064359838)}",-1.6812481406205155,245
"{'colsample_bytree': np.float64(0.912304634427376), 'learning_rate': np.float64(0.023886415538783602), 'max_depth': 4, 'min_child_weight': 135, 'n_estimators': 1189, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6194977514075877), 'reg_lambda': np.float64(0.2973550482368389), 'subsample': np.float64(0.7721348710035685), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2365318068399989)}",-1.6813066765823532,246
"{'colsample_bytree': np.float64(0.6943168375836839), 'learning_rate': np.float64(0.07001908059062538), 'max_depth': 6, 'min_child_weight': 96, 'n_estimators': 1439, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9713950940416396), 'reg_lambda': np.float64(0.18097695270948977), 'subsample': np.float64(0.9417540373478317), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.493822285158428)}",-1.6813345124410604,247
"{'colsample_bytree': np.float64(0.9602807456045034), 'learning_rate': np.float64(0.020984708896476557), 'max_depth': 12, 'min_child_weight': 124, 'n_estimators': 685, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.35915102966623147), 'reg_lambda': np.float64(0.3838471518677963), 'subsample': np.float64(0.7863251228080994), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7687984510249677)}",-1.682546272319959,248
"{'colsample_bytree': np.float64(0.6278564592649623), 'learning_rate': np.float64(0.009063398849524828), 'max_depth': 11, 'min_child_weight': 157, 'n_estimators': 623, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.83704112524294), 'reg_lambda': np.float64(0.27927608845441043), 'subsample': np.float64(0.8571527640234831), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.655320458807865)}",-1.6834754535162897,249
"{'colsample_bytree': np.float64(0.8643280473197003), 'learning_rate': np.float64(0.0327959491108571), 'max_depth': 8, 'min_child_weight': 67, 'n_estimators': 521, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.48090383144898485), 'reg_lambda': np.float64(0.040754106092472764), 'subsample': np.float64(0.6655997923957989), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4508857731916307)}",-1.684108729872236,250
"{'colsample_bytree': np.float64(0.8244973703390804), 'learning_rate': np.float64(0.018390749547511794), 'max_depth': 17, 'min_child_weight': 140, 'n_estimators': 1528, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.23598491974895575), 'reg_lambda': np.float64(0.25606832276132396), 'subsample': np.float64(0.6161734358153725), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.66853031174863)}",-1.685652598405922,251
"{'colsample_bytree': np.float64(0.8876183620736982), 'learning_rate': np.float64(0.013735826790838615), 'max_depth': 5, 'min_child_weight': 63, 'n_estimators': 597, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6636711653626481), 'reg_lambda': np.float64(0.936829739324758), 'subsample': np.float64(0.8930288388841001), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2719523028726054)}",-1.6859812351974257,252
"{'colsample_bytree': np.float64(0.86607888827848), 'learning_rate': np.float64(0.02962109171726612), 'max_depth': 6, 'min_child_weight': 98, 'n_estimators': 2272, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3924451074226354), 'reg_lambda': np.float64(0.8165994394715771), 'subsample': np.float64(0.7756539634280873), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.401555543539926)}",-1.686774900752024,253
"{'colsample_bytree': np.float64(0.9343920482048823), 'learning_rate': np.float64(0.05333450845767477), 'max_depth': 3, 'min_child_weight': 67, 'n_estimators': 1133, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.44235222973110444), 'reg_lambda': np.float64(0.23978735915740323), 'subsample': np.float64(0.6375493160325166), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.246292797685846)}",-1.691184911551488,254
"{'colsample_bytree': np.float64(0.8433945650639165), 'learning_rate': np.float64(0.028030563254241362), 'max_depth': 4, 'min_child_weight': 151, 'n_estimators': 980, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.26311256991084286), 'reg_lambda': np.float64(0.3601364074715191), 'subsample': np.float64(0.6350570987055354), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8495662584248502)}",-1.6919480443459065,255
"{'colsample_bytree': np.float64(0.990026865178057), 'learning_rate': np.float64(0.026537833007207596), 'max_depth': 8, 'min_child_weight': 188, 'n_estimators': 1964, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5567628930139298), 'reg_lambda': np.float64(0.5716126894698998), 'subsample': np.float64(0.7119916374641136), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7155943465535497)}",-1.69421377536004,256
"{'colsample_bytree': np.float64(0.6375927759363476), 'learning_rate': np.float64(0.03574043975217675), 'max_depth': 19, 'min_child_weight': 189, 'n_estimators': 1181, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3032655146732228), 'reg_lambda': np.float64(0.5370824271966554), 'subsample': np.float64(0.7306604967184164), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.762295203030071)}",-1.6956286639106903,257
"{'colsample_bytree': np.float64(0.6124732540245138), 'learning_rate': np.float64(0.012200167647105159), 'max_depth': 5, 'min_child_weight': 90, 'n_estimators': 864, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3342438908169608), 'reg_lambda': np.float64(0.7709122037458219), 'subsample': np.float64(0.6426393012535087), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.160110225388647)}",-1.6958972639561736,258
