,disk_capacity,vm_cpu,vm_memory,recent_history_bandwidth_memory,disk_if_VIP,ins_type,disk_type,volume_type,business_type
1601,50,4.0,8.0,393103.285218254,1,CVM,data,cbsPremium,infra-node
3965,500,4.0,4.0,11016.68601190476,0,CVM,data,cbsPremium,generic-unknown
5421,1501,8.0,32.0,559.891369047619,1,CVM,data,cbsHSSD,infra-logging-monitoring
14455,50,4.0,16.0,9509.652281746032,0,CVM,root,cbsPremium,infra-database
6944,100,8.0,16.0,,1,CVM,root,cbsssd,infra-coordination
21025,500,16.0,64.0,26961.845734126982,0,CVM,data,cbsHSSD,generic-unknown
10753,50,16.0,32.0,,1,CVM,root,cbsPremium,infra-node
22100,1020,96.0,192.0,,1,CVM,data,cbsBSSD,infra-node
14768,50,4.0,8.0,6620.1984126984125,1,CVM,root,cbsssd,infra-logging-monitoring
11854,500,96.0,192.0,68620.77281746031,1,CVM,root,cbsBSSD,infra-node
14577,50,16.0,128.0,26598.79513888889,1,CVM,root,cbsPremium,ai-machine-learning
3415,10,16.0,32.0,,1,CVM,data,cbsPremium,infra-node
8279,100,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
10781,50,8.0,32.0,3394.6701388888887,1,CVM,root,cbsPremium,infra-node
169,100,4.0,16.0,119.4578373015873,0,CVM,data,cbsHSSD,infra-database
19006,50,4.0,8.0,11212.030257936509,1,CVM,root,cbsPremium,infra-message-queue
23996,500,32.0,64.0,10115.679067460318,1,CVM,data,cbsBSSD,generic-autoscaling
22436,700,8.0,16.0,80478.75297619047,1,CVM,data,cbsPremium,finance-payment
18467,500,16.0,32.0,,1,CVM,data,cbsPremium,infra-node
5253,50,64.0,128.0,33254.881944444445,0,CVM,root,cbsPremium,infra-node
13954,50,2.0,2.0,475.39632936507934,1,CVM,root,cbsPremium,infra-logging-monitoring
13744,50,2.0,4.0,6443.703373015873,1,CVM,root,cbsPremium,infra-cache
18815,100,4.0,16.0,,1,CVM,root,cbsPremium,generic-unknown
11288,500,32.0,128.0,478220.9449404762,1,CVM,data,cbsPremium,game-service
8868,50,4.0,32.0,6042.048611111111,1,CVM,root,cbsPremium,community-social-forum
8826,200,8.0,32.0,10811.916666666666,1,CVM,root,cbsssd,infra-logging-monitoring
10312,80,4.0,8.0,,1,CVM,root,cbsPremium,ecommerce-retail
579,1000,32.0,128.0,5.892857142857143,1,CVM,data,cbsHSSD,infra-node
6808,10,32.0,128.0,368.999503968254,1,CVM,data,cbsPremium,infra-node
2455,250,2.0,8.0,763.1894841269841,0,CVM,data,cbsPremium,infra-message-queue
4808,500,4.0,8.0,1046.265376984127,1,CVM,data,cbsPremium,infra-message-queue
15344,50,4.0,8.0,104694.33779761904,1,CVM,root,cbsPremium,game-service
15404,50,16.0,32.0,8567.506944444445,1,CVM,root,cbsPremium,infra-node
137,200,4.0,8.0,4.165178571428571,1,CVM,data,cbsssd,infra-node
5129,500,8.0,16.0,382.25347222222223,1,CVM,data,cbsssd,infra-database
18511,50,32.0,128.0,31838.78224206349,1,CVM,root,cbsPremium,compute-simulation
7090,50,2.0,4.0,,1,CVM,data,cbsPremium,iot-saas-platform
6663,100,8.0,16.0,,0,CVM,data,cbsPremium,generic-unknown
20861,50,16.0,32.0,,1,CVM,root,cbsPremium,infra-node
11285,300,24.0,48.0,1542.342261904762,1,CVM,data,cbsPremium,infra-message-queue
12074,50,2.0,4.0,981.0491071428572,1,CVM,root,cbsssd,compute-simulation
15509,100,16.0,32.0,,1,CVM,root,cbsssd,media-video-streaming
20453,50,8.0,16.0,20444.52083333333,1,CVM,root,cbsssd,infra-message-queue
16111,200,8.0,32.0,7031.5109126984125,1,CVM,data,cbsHSSD,media-video-streaming
8407,100,16.0,64.0,241.7435515873016,0,CVM,root,cbsPremium,dev-test-env
4337,500,4.0,8.0,26307.08878968254,1,CVM,data,cbsPremium,infra-coordination
1029,500,16.0,64.0,367.05853174603175,1,CVM,data,cbsPremium,infra-node
20184,500,8.0,16.0,,0,CVM,data,cbsssd,infra-message-queue
11761,50,32.0,128.0,58260.72371031746,1,CVM,root,cbsPremium,dev-test-env
1112,20,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
7051,100,8.0,32.0,14025.003472222224,1,CVM,root,cbsPremium,media-video-streaming
5459,50,4.0,16.0,25.196428571428573,0,CVM,root,cbsPremium,infra-database
3852,200,8.0,16.0,9694.958333333334,0,CVM,data,cbsPremium,media-video-streaming
6480,50,2.0,8.0,,1,CVM,root,cbsPremium,dev-test-env
6678,50,4.0,4.0,6820.415674603175,1,CVM,data,cbsPremium,infra-cache
1397,500,2.0,2.0,0.0059523809523809,0,CVM,data,cbsPremium,generic-unknown
10263,500,8.0,32.0,,1,CVM,data,cbsssd,infra-logging-monitoring
2918,300,32.0,128.0,19843.15575396825,1,CVM,data,cbsPremium,compute-simulation
5337,10,32.0,128.0,,1,CVM,data,cbsPremium,infra-node
3910,500,8.0,16.0,,1,CVM,data,cbsPremium,infra-node
18010,50,8.0,32.0,452.2896825396825,1,CVM,root,cbsPremium,infra-node
15132,50,8.0,16.0,,1,CVM,root,cbsPremium,media-video-streaming
6422,100,2.0,4.0,11244.711805555557,1,CVM,data,cbsPremium,dev-test-env
17548,200,4.0,8.0,,1,CVM,data,cbsPremium,game-service
10180,300,20.0,80.0,,0,CVM,data,cbsPremium,generic-unknown
23882,800,8.0,16.0,,0,CVM,data,cbsPremium,generic-unknown
7500,100,32.0,64.0,3836.4117063492063,1,CVM,root,cbsPremium,infra-node
24154,10200,96.0,384.0,,1,CVM,data,cbsPremium,ai-machine-learning
16487,1000,80.0,320.0,,1,CVM,data,cbsPremium,infra-node
11188,50,2.0,4.0,5641.598214285715,1,CVM,root,cbsPremium,game-service
19752,500,2.0,4.0,32.02579365079365,0,CVM,data,cbsPremium,generic-unknown
2495,80,4.0,8.0,7115.201884920635,1,CVM,root,cbsPremium,generic-unknown
14420,50,8.0,16.0,3819.936507936508,1,CVM,root,cbsssd,data-collection-delivery
746,1000,32.0,128.0,,1,CVM,data,cbsHSSD,generic-autoscaling
22594,150,8.0,16.0,,0,CVM,data,cbsPremium,office-system
10991,200,1.0,2.0,,1,CVM,root,cbsPremium,infra-jumpbox
2701,50,8.0,16.0,,1,CVM,root,cbsBSSD,ecommerce-retail
1794,90,2.0,8.0,55820.749503968254,0,CVM,data,cbsPremium,infra-message-queue
19941,100,16.0,64.0,,0,CVM,root,cbsPremium,infra-node
3669,10,2.0,8.0,407.2678571428572,0,CVM,data,cbsPremium,infra-node
13487,200,32.0,64.0,110652.93055555556,0,CVM,root,cbsBSSD,generic-autoscaling
22994,500,8.0,64.0,52141.581349206346,1,CVM,data,cbsPremium,dev-test-env
18139,1000,16.0,128.0,9601.37003968254,0,CVM,data,cbsPremium,dev-test-env
17418,200,2.0,4.0,11513.689484126984,1,CVM,root,cbsPremium,gov-public-service
20608,100,4.0,8.0,,1,CVM,data,cbsssd,infra-database
4629,100,4.0,8.0,,1,CVM,root,cbsPremium,education-learning
17351,50,32.0,128.0,52882.60863095238,0,CVM,root,cbsPremium,infra-node
11575,50,16.0,64.0,7589.618055555556,0,CVM,root,cbsPremium,infra-message-queue
9963,50,8.0,16.0,,1,CVM,root,cbsBSSD,infra-node
12465,50,16.0,64.0,146567.88789682538,1,CVM,root,cbsPremium,infra-node
13885,100,4.0,8.0,392.0853174603175,1,CVM,data,cbsPremium,game-service
23917,500,2.0,4.0,52694.66617063492,0,CVM,data,cbsPremium,infra-node
6307,500,4.0,8.0,,1,CVM,root,cbsPremium,dev-test-env
5282,350,8.0,32.0,917.9166666666666,1,CVM,data,cbsBSSD,logistics-mobility
20853,50,8.0,32.0,,1,CVM,root,cbsssd,office-system
9995,50,16.0,64.0,8784.278273809523,0,CVM,root,cbsPremium,generic-unknown
381,20,4.0,16.0,22.782242063492063,0,CVM,data,cbsHSSD,infra-database
21657,500,16.0,64.0,27.84176587301588,1,CVM,data,cbsPremium,infra-node
23436,6000,84.0,320.0,169.48214285714286,1,CVM,data,cbsPremium,infra-node
1676,10,16.0,64.0,402.7896825396825,1,CVM,data,cbsPremium,infra-node
714,500,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
2678,500,2.0,4.0,2662.3239087301586,0,CVM,data,cbsPremium,generic-unknown
13459,100,4.0,8.0,,1,CVM,data,cbsPremium,game-service
6133,1000,2.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
17286,50,2.0,2.0,480.3353174603175,1,CVM,data,cbsPremium,game-service
18392,100,8.0,32.0,,1,CVM,root,cbsBSSD,media-video-streaming
21022,7000,84.0,320.0,4827.326388888889,1,CVM,data,cbsPremium,infra-node
8409,200,8.0,64.0,456.9866071428572,1,CVM,data,cbsPremium,dev-test-env
3438,50,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
9801,300,32.0,64.0,48094.00545634921,1,CVM,root,cbsBSSD,infra-node
19186,50,8.0,32.0,,1,CVM,root,cbsPremium,compute-simulation
3824,500,8.0,32.0,,1,CVM,data,cbsPremium,infra-node
17617,50,8.0,16.0,11608.958333333334,1,CVM,root,cbsPremium,data-collection-delivery
1586,500,2.0,4.0,1115.7574404761904,0,CVM,data,cbsPremium,personal-use
6,500,8.0,16.0,715293.8650793651,1,CVM,data,cbsPremium,ai-machine-learning
2743,300,8.0,32.0,,0,CVM,data,cbsHSSD,generic-unknown
18827,80,4.0,8.0,13451.099702380952,1,CVM,root,cbsPremium,community-social-forum
7654,200,16.0,32.0,7165.196924603175,1,CVM,data,cbsPremium,generic-unknown
13295,100,32.0,128.0,369086.6651785714,1,CVM,root,cbsPremium,infra-node
10509,50,16.0,64.0,7876.851686507936,0,CVM,root,cbsPremium,infra-message-queue
24166,100,2.0,4.0,24076.673115079364,1,CVM,root,cbsPremium,generic-unknown
20462,200,2.0,4.0,,1,CVM,root,cbsPremium,infra-message-queue
20235,50,4.0,16.0,3356.089781746032,0,CVM,data,cbsHSSD,infra-database
9653,50,4.0,8.0,,1,CVM,root,cbsBSSD,dev-test-env
11074,200,8.0,16.0,,1,CVM,root,cbsPremium,generic-autoscaling
3569,90,2.0,8.0,4531.720734126984,0,CVM,data,cbsPremium,infra-message-queue
20375,50,8.0,16.0,,1,CVM,root,cbsPremium,game-service
9809,500,32.0,128.0,1244.25,1,CVM,data,cbsPremium,generic-unknown
15127,500,80.0,320.0,10911.619047619048,1,CVM,data,cbsPremium,infra-node
14529,50,16.0,64.0,2182059.105654762,1,CVM,root,cbsssd,office-system
17606,50,16.0,32.0,6921.539682539683,1,CVM,root,cbsPremium,infra-node
8943,50,4.0,8.0,9706.806547619048,1,CVM,root,cbsPremium,infra-coordination
9913,50,4.0,16.0,8451.327876984127,0,CVM,root,cbsPremium,infra-database
18697,50,2.0,2.0,407.04811507936506,1,CVM,root,cbsPremium,game-service
8350,1000,2.0,4.0,26.725694444444443,0,CVM,data,cbsPremium,personal-use
16414,50,32.0,64.0,277802.4211309524,0,CVM,root,cbsPremium,infra-message-queue
1023,100,4.0,8.0,2977.4469246031745,0,CVM,data,cbsPremium,infra-coordination
888,200,4.0,8.0,3144.7028769841268,1,CVM,data,cbsssd,infra-node
22802,50,16.0,32.0,472315.7901785714,1,CVM,root,cbsPremium,data-collection-delivery
10153,50,2.0,2.0,415.27132936507934,1,CVM,root,cbsPremium,game-service
21214,50,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
17828,50,8.0,32.0,3359198.094246032,1,CVM,root,cbsssd,infra-database
9349,50,4.0,8.0,7927.810515873016,1,CVM,root,cbsssd,media-video-streaming
9373,200,32.0,64.0,7797.263888888889,1,CVM,data,cbsBSSD,generic-autoscaling
6161,200,16.0,64.0,13.341765873015872,1,CVM,data,cbsPremium,data-collection-delivery
14361,50,8.0,16.0,,1,CVM,root,cbsPremium,infra-node
11776,50,16.0,32.0,,1,CVM,root,cbsPremium,data-collection-delivery
4935,100,16.0,64.0,5298.702876984127,1,CVM,data,cbsPremium,infra-node
22119,300,8.0,16.0,331311.3293650793,0,CVM,data,cbsPremium,office-system
8542,200,4.0,8.0,10096.706845238095,1,CVM,root,cbsPremium,finance-payment
7884,50,8.0,32.0,,1,CVM,root,cbsPremium,compute-simulation
12221,1000,8.0,32.0,6959.327380952381,1,CVM,data,cbsPremium,data-collection-delivery
20564,50,8.0,16.0,15740.191468253968,0,CVM,root,cbsPremium,infra-logging-monitoring
11430,50,4.0,8.0,6481.084325396825,1,CVM,root,cbsPremium,game-service
7751,50,8.0,16.0,5956.514384920635,0,CVM,root,cbsPremium,infra-coordination
13696,50,4.0,16.0,,1,CVM,root,cbsPremium,media-video-streaming
12776,200,84.0,320.0,1463.6691468253969,1,CVM,data,cbsPremium,infra-node
21157,840,16.0,32.0,998762.1612103176,0,CVM,data,cbsPremium,infra-message-queue
21541,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-jumpbox
7655,500,4.0,8.0,,1,CVM,data,cbsssd,infra-database
3143,500,16.0,64.0,,0,CVM,data,cbsssd,infra-cache
14217,500,8.0,64.0,1808.3556547619048,0,CVM,data,cbsssd,infra-database
11097,500,32.0,128.0,,1,CVM,data,cbsPremium,infra-message-queue
11537,100,4.0,16.0,11022.16865079365,0,CVM,root,cbsPremium,infra-node
18966,50,32.0,128.0,1578425.7549603174,0,CVM,data,cbsHSSD,infra-database
19053,50,8.0,32.0,,1,CVM,root,cbsPremium,travel-hospitality
10406,100,8.0,32.0,14179.610615079366,1,CVM,root,cbsPremium,media-video-streaming
9912,500,4.0,8.0,,1,CVM,data,cbsssd,dev-test-env
17647,100,4.0,8.0,120.33085317460318,1,CVM,root,cbsPremium,generic-unknown
14150,1030,16.0,32.0,,0,CVM,data,cbsHSSD,infra-database
23172,100,32.0,64.0,1013.4320436507936,1,CVM,root,cbsPremium,infra-node
10347,50,32.0,128.0,208790.2782738096,1,CVM,root,cbsPremium,compute-simulation
558,560,16.0,32.0,933405.0853174604,0,CVM,data,cbsPremium,infra-message-queue
8913,50,8.0,16.0,,1,CVM,root,cbsPremium,generic-unknown
23379,50,2.0,4.0,,1,CVM,root,cbsssd,infra-database
13207,60,2.0,4.0,1620.249503968254,1,CVM,root,cbsPremium,infra-jumpbox
18302,250,16.0,32.0,1169429.3080357143,0,CVM,data,cbsssd,infra-message-queue
14040,100,16.0,64.0,7343.8328373015875,0,CVM,root,cbsPremium,infra-node
15909,2000,192.0,512.0,,1,CVM,data,cbsPremium,infra-node
3682,100,2.0,4.0,34884.86111111111,1,CVM,data,cbsPremium,infra-node
8883,50,4.0,8.0,3203.0178571428573,1,CVM,root,cbsssd,ai-machine-learning
18774,100,16.0,32.0,,0,CVM,root,cbsPremium,generic-unknown
12246,100,8.0,32.0,,1,CVM,root,cbsPremium,media-video-streaming
7964,50,16.0,32.0,5605.6879960317465,1,CVM,root,cbsPremium,generic-unknown
1455,50,4.0,8.0,,1,CVM,data,cbsPremium,corp-website-portal
19153,500,8.0,16.0,325745.26240079367,0,CVM,data,cbsPremium,infra-message-queue
11681,50,4.0,8.0,133453.2197420635,1,CVM,root,cbsPremium,compute-simulation
4333,500,8.0,32.0,,1,CVM,root,cbsPremium,office-system
4738,20,80.0,160.0,,0,CVM,data,cbsHSSD,infra-node
4601,100,4.0,8.0,,1,CVM,root,cbsBSSD,data-collection-delivery
11092,200,8.0,16.0,,1,CVM,root,cbsPremium,data-collection-delivery
12064,600,8.0,16.0,,0,CVM,data,cbsPremium,media-video-streaming
16412,100,32.0,128.0,60311.66220238096,1,CVM,root,cbsPremium,infra-node
15684,50,4.0,16.0,,0,CVM,root,cbsPremium,infra-node
1836,10,16.0,64.0,9162.371527777776,1,CVM,data,cbsPremium,infra-logging-monitoring
15326,50,16.0,32.0,8219.297123015873,1,CVM,root,cbsPremium,infra-node
19220,240,8.0,32.0,,1,CVM,root,cbsPremium,generic-autoscaling
23565,100,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
8028,50,8.0,32.0,,1,CVM,root,cbsPremium,iot-saas-platform
16113,50,4.0,8.0,,1,CVM,root,cbsPremium,generic-unknown
22696,100,2.0,4.0,23903.34672619048,1,CVM,root,cbsPremium,generic-unknown
21846,100,32.0,64.0,,1,CVM,root,cbsBSSD,generic-unknown
12023,50,16.0,64.0,6074.50496031746,0,CVM,root,cbsPremium,generic-unknown
16342,50,32.0,64.0,,1,CVM,root,cbsPremium,infra-node
3508,500,8.0,16.0,10640.794642857143,1,CVM,data,cbsPremium,dev-test-env
19948,20,4.0,16.0,352.5416666666667,0,CVM,data,cbsHSSD,infra-database
21107,500,8.0,32.0,8686.359623015873,1,CVM,root,cbsssd,infra-node
16008,100,4.0,8.0,,1,CVM,root,cbsPremium,dev-test-env
14105,100,4.0,8.0,435.1502976190476,1,CVM,data,cbsPremium,game-service
11709,200,8.0,16.0,,1,CVM,root,cbsPremium,infra-coordination
13073,50,8.0,64.0,,1,CVM,root,cbsPremium,dev-test-env
6759,50,4.0,8.0,,1,CVM,root,cbsPremium,corp-website-portal
12759,80,16.0,64.0,7333.437003968253,1,CVM,root,cbsPremium,infra-node
23629,20480,32.0,128.0,569127.6403769841,1,CVM,data,cbsPremium,ai-machine-learning
7609,100,16.0,64.0,7179.064484126984,0,CVM,root,cbsBSSD,infra-node
21914,250,32.0,128.0,,1,CVM,data,cbsPremium,data-collection-delivery
23507,50,2.0,4.0,7104.183531746032,1,CVM,root,cbsPremium,infra-coordination
15046,50,16.0,32.0,203024.4305555556,1,CVM,root,cbsssd,compute-simulation
8487,50,4.0,32.0,,1,CVM,root,cbsBSSD,game-service
4450,200,32.0,64.0,,1,CVM,root,cbsBSSD,ai-machine-learning
5139,100,32.0,128.0,,1,CVM,root,cbsPremium,infra-node
19888,200,32.0,128.0,,1,CVM,root,cbsPremium,compute-simulation
10739,50,32.0,128.0,12535.895833333334,0,CVM,root,cbsPremium,media-video-streaming
6491,50,32.0,128.0,96078.58333333331,0,CVM,root,cbsPremium,infra-node
13748,50,32.0,128.0,8183.920634920635,1,CVM,root,cbsssd,ai-machine-learning
15117,50,2.0,4.0,,1,CVM,root,cbsPremium,infra-message-queue
16839,50,8.0,16.0,19359.48660714286,1,CVM,root,cbsPremium,data-collection-delivery
821,100,8.0,32.0,353.6875,1,CVM,data,cbsPremium,infra-node
22453,600,32.0,128.0,90877.62103174604,0,CVM,data,cbsPremium,media-video-streaming
8483,50,2.0,4.0,7028.713293650793,1,CVM,root,cbsPremium,dev-test-env
15532,50,16.0,32.0,374.1111111111111,1,CVM,root,cbsPremium,infra-node
13377,50,2.0,4.0,,1,CVM,root,cbsssd,infra-database
18847,420,16.0,32.0,,0,CVM,data,cbsssd,infra-message-queue
22813,200,8.0,16.0,,1,CVM,data,cbsPremium,generic-autoscaling
8516,50,2.0,8.0,,1,CVM,root,cbsPremium,data-collection-delivery
15311,50,4.0,8.0,,1,CVM,root,cbsPremium,iot-saas-platform
1277,100,8.0,32.0,,0,CVM,data,cbsPremium,dev-test-env
12709,200,8.0,16.0,,0,CVM,data,cbsHSSD,generic-unknown
2194,10,8.0,64.0,,1,CVM,data,cbsPremium,infra-node
6325,100,4.0,8.0,3032.559027777778,1,CVM,root,cbsssd,infra-coordination
15712,50,2.0,4.0,8466.826388888889,1,CVM,root,cbsPremium,dev-test-env
1670,200,4.0,8.0,282.0094246031746,1,CVM,data,cbsBSSD,game-service
5427,90,2.0,8.0,778.7118055555555,0,CVM,data,cbsPremium,infra-message-queue
14446,100,4.0,8.0,6717.271825396825,1,CVM,data,cbsPremium,game-service
7458,50,32.0,128.0,,1,CVM,root,cbsPremium,ai-machine-learning
10901,100,4.0,8.0,,1,CVM,root,cbsPremium,office-system
361,200,4.0,8.0,2877.847222222222,1,CVM,data,cbsssd,infra-node
7403,100,8.0,16.0,3134.813492063492,0,CVM,data,cbsPremium,generic-autoscaling
15862,500,4.0,8.0,4576.595238095239,0,CVM,data,cbsPremium,infra-node
9414,100,16.0,128.0,8038.658730158731,0,CVM,root,cbsPremium,generic-unknown
3870,500,16.0,64.0,1102.221726190476,1,CVM,data,cbsBSSD,infra-node
11201,50,32.0,128.0,357.6984126984127,1,CVM,root,cbsssd,generic-unknown
12606,1000,16.0,32.0,167381.08035714287,1,CVM,data,cbsssd,compute-simulation
16571,100,8.0,32.0,,1,CVM,root,cbsssd,infra-node
21654,110,8.0,16.0,1117.796626984127,1,CVM,data,cbsPremium,generic-unknown
13371,100,48.0,96.0,,1,CVM,root,cbsBSSD,infra-node
11981,200,4.0,8.0,8521.489583333334,1,CVM,root,cbsPremium,corp-website-portal
7937,50,16.0,32.0,12985.43898809524,1,CVM,root,cbsPremium,generic-autoscaling
3024,100,4.0,8.0,,1,CVM,data,cbsPremium,finance-payment
16557,50,4.0,8.0,,0,CVM,root,cbsPremium,generic-unknown
22495,500,2.0,8.0,589.874007936508,0,CVM,data,cbsPremium,infra-message-queue
10277,300,8.0,16.0,8233.610615079366,1,CVM,data,cbsPremium,infra-node
16394,50,16.0,64.0,,1,CVM,root,cbsPremium,data-collection-delivery
22964,200,16.0,64.0,,1,CVM,root,cbsPremium,infra-node
1157,50,16.0,64.0,1859.546626984127,1,CVM,data,cbsPremium,infra-logging-monitoring
19509,30,16.0,32.0,3247220.7450396824,1,CVM,data,cbsssd,dev-test-env
2705,10,8.0,32.0,,0,CVM,data,cbsPremium,infra-node
6846,50,32.0,128.0,12091.954861111111,0,CVM,root,cbsPremium,infra-node
21016,640,8.0,16.0,326700.9484126984,0,CVM,data,cbsPremium,infra-message-queue
19937,50,4.0,8.0,6198.752480158731,1,CVM,root,cbsPremium,game-service
460,50,4.0,16.0,171.5376984126984,0,CVM,data,cbsHSSD,infra-database
23820,200,80.0,160.0,,0,CVM,data,cbsssd,infra-node
19387,80,4.0,8.0,,1,CVM,root,cbsPremium,infra-node
17985,50,32.0,64.0,12343.799603174602,0,CVM,root,cbsPremium,media-video-streaming
4387,100,16.0,32.0,9410.828869047618,1,CVM,data,cbsPremium,dev-test-env
7809,50,16.0,32.0,2914.845734126984,1,CVM,root,cbsPremium,infra-node
12314,50,2.0,4.0,4320.825892857143,1,CVM,root,cbsPremium,generic-unknown
9085,50,8.0,32.0,2762.464781746032,1,CVM,root,cbsPremium,infra-node
22497,5000,32.0,128.0,,1,CVM,data,cbsssd,infra-database
10244,300,4.0,8.0,,0,CVM,data,cbsPremium,game-service
16944,500,48.0,96.0,81476.5441468254,1,CVM,data,cbsPremium,infra-node
7049,20,4.0,12.0,732.4285714285714,0,CVM,root,cbsssd,infra-database
19570,300,8.0,16.0,15814.626984126984,0,CVM,data,cbsPremium,infra-logging-monitoring
4501,50,4.0,8.0,,1,CVM,root,cbsssd,infra-node
22413,200,16.0,64.0,,0,CVM,data,cbsBSSD,infra-node
19854,100,16.0,64.0,,0,CVM,root,cbsPremium,infra-node
2938,20,4.0,16.0,,0,CVM,data,cbsHSSD,infra-database
487,500,1.0,2.0,,1,CVM,data,cbsPremium,infra-jumpbox
9509,50,16.0,64.0,12878.235615079366,1,CVM,root,cbsssd,compute-simulation
6068,500,8.0,32.0,1464.7425595238096,1,CVM,data,cbsPremium,infra-node
3245,10,2.0,8.0,,0,CVM,data,cbsPremium,infra-node
21182,500,32.0,64.0,50982.894841269845,1,CVM,data,cbsBSSD,generic-autoscaling
11931,50,4.0,8.0,,1,CVM,root,cbsPremium,finance-payment
23056,300,4.0,8.0,,1,CVM,data,cbsPremium,compute-simulation
22935,250,16.0,32.0,434195.28720238095,0,CVM,data,cbsssd,infra-message-queue
17914,50,32.0,64.0,,1,CVM,root,cbsPremium,infra-node
21815,100,2.0,4.0,22373.023313492064,1,CVM,root,cbsPremium,generic-unknown
18473,400,16.0,64.0,,1,CVM,root,cbsssd,infra-node
900,300,24.0,48.0,1621.3333333333333,1,CVM,data,cbsPremium,infra-message-queue
2279,200,8.0,32.0,16648.68650793651,0,CVM,data,cbsPremium,media-video-streaming
12681,100,2.0,4.0,,1,CVM,data,cbsPremium,compute-simulation
8909,50,4.0,16.0,,1,CVM,root,cbsBSSD,travel-hospitality
3903,200,8.0,16.0,,1,CVM,root,cbsPremium,generic-unknown
23584,500,4.0,16.0,,0,CVM,data,cbsssd,generic-unknown
15985,50,16.0,32.0,7043.099702380952,1,CVM,root,cbsPremium,dev-test-env
20742,500,8.0,16.0,26444.89384920635,1,CVM,data,cbsssd,infra-node
2134,20,4.0,16.0,234.6279761904762,0,CVM,data,cbsHSSD,infra-database
8337,50,64.0,128.0,64245.25892857143,0,CVM,root,cbsPremium,infra-node
13734,100,4.0,8.0,870.796130952381,1,CVM,data,cbsPremium,game-service
18498,100,2.0,4.0,,1,CVM,data,cbsBSSD,media-video-streaming
23439,300,64.0,256.0,,1,CVM,data,cbsBSSD,infra-node
13556,50,8.0,16.0,3386.6076388888887,1,CVM,root,cbsssd,infra-message-queue
24151,100,2.0,4.0,26364.151785714286,1,CVM,root,cbsPremium,generic-unknown
1647,10,8.0,32.0,292.39930555555554,0,CVM,data,cbsPremium,infra-node
15010,200,8.0,16.0,29542.069444444445,1,CVM,data,cbsPremium,infra-node
23139,50,16.0,32.0,474409.753968254,1,CVM,root,cbsPremium,data-collection-delivery
22203,100,4.0,8.0,2710.1056547619046,1,CVM,root,cbsPremium,generic-unknown
21409,300,8.0,16.0,375206.0347222223,0,CVM,data,cbsPremium,infra-logging-monitoring
4351,500,4.0,8.0,,0,CVM,data,cbsssd,generic-unknown
128,120,8.0,32.0,,1,CVM,data,cbsPremium,iot-saas-platform
2932,10,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
17227,50,16.0,64.0,17209.680555555555,1,CVM,root,cbsssd,infra-logging-monitoring
16326,50,16.0,64.0,47257.67559523809,1,CVM,root,cbsssd,infra-database
19423,100,16.0,32.0,14380.281746031746,1,CVM,root,cbsssd,infra-node
21189,50,4.0,8.0,860.6691468253969,1,CVM,data,cbsPremium,infra-database
17754,100,16.0,32.0,,0,CVM,data,cbsPremium,game-service
12578,50,2.0,4.0,7084.768849206349,1,CVM,root,cbsssd,infra-coordination
10407,100,80.0,320.0,13519.889880952382,1,CVM,root,cbsPremium,infra-node
2669,100,84.0,320.0,39.59226190476191,1,CVM,root,cbsPremium,infra-node
7745,500,32.0,128.0,9101.200396825398,1,CVM,data,cbsPremium,infra-node
20452,50,16.0,64.0,10318.166666666666,1,CVM,root,cbsPremium,media-news-portal
19027,50,4.0,8.0,6840.206845238095,1,CVM,root,cbsPremium,game-service
15447,50,32.0,64.0,8584.99255952381,1,CVM,root,cbsPremium,media-video-streaming
14127,50,2.0,4.0,7585.535218253968,1,CVM,root,cbsPremium,dev-test-env
6346,200,4.0,8.0,4.223710317460317,1,CVM,data,cbsssd,infra-coordination
6920,20,16.0,32.0,,1,CVM,data,cbsPremium,infra-node
14108,100,4.0,8.0,6583.791666666667,1,CVM,data,cbsPremium,game-service
6328,50,32.0,128.0,,1,CVM,root,cbsssd,generic-unknown
20951,50,32.0,128.0,9369.262896825398,1,CVM,root,cbsPremium,compute-simulation
20713,1370,16.0,64.0,11306.644345238095,0,CVM,data,cbsPremium,infra-node
14960,1000,16.0,128.0,4723.875,0,CVM,data,cbsPremium,dev-test-env
20657,200,4.0,8.0,0.0848214285714285,1,CVM,data,cbsPremium,infra-node
11622,50,16.0,64.0,8902.539186507936,0,CVM,root,cbsPremium,generic-unknown
11216,200,2.0,2.0,,1,CVM,data,cbsPremium,game-service
7828,100,4.0,8.0,10113.563492063491,0,CVM,root,cbsBSSD,media-news-portal
21958,50,32.0,128.0,1257.657738095238,0,CVM,data,cbsHSSD,infra-database
21410,500,32.0,128.0,256406.4196428572,1,CVM,root,cbsssd,generic-unknown
12794,100,4.0,8.0,,1,CVM,root,cbsssd,infra-database
2626,50,8.0,32.0,62561.89632936508,1,CVM,root,cbsPremium,infra-node
